,question,category,answer,choices/0,choices/1,choices/2,choices/3
13,"When the ruler of the Mughal Empire married his favorite wife, they were still teenagers. She gave birth to 14 children. After her death  in 1629, the grieving emperor created one of worlds most beautiful edifices - Taj Mahal, paying tribute to his beloved wife.",people,Shah Jahan and Mumtaz Mahal,Alfred Lunt and Lynn Fontanne,Shah Jahan and Raza Devi,Abelard and Heloise,Shah Jahan and Mumtaz Mahal
14,"In 1898, three years after their marriage,  this scientific couple  discovered polonium and radium. Thus,  they won the Physics Nobel Prize in 1903 for discovering radioactivity.",people,Marie and Pierre Curie,Anthony and Cleopatra,Abigail and John Adams,John Alden and Priscilla Mullins,Marie and Pierre Curie
15,The beautiful Egyptian queen was chief wife of an Egyptian Pharaoh in 14th century BC. The couple remained in history as great reformers due to the profound religious changes they made - they introduced the monotheistic worship of the sun disk.,people,Amenhotep IV and Nefertiti,Tutankamun and Cleopatra,Nefertiti and Ay,Amenhotep IV and Nefertiti,Tutankamun and Nefertiti
16,"Philosophy brought together this ancient Greek couple.  The wife had a courtesan salon which was frequented by many of the philosophers we now know, but only one of them got to really know her. Noted for her great intellectual power, she gave him inspiration for his work in rhetorics.",people,Aspasia and Pericles,Aspasia and Plutarch,Aspasia and Plato,Aspasia and Pericles,Aspasia and Xenophon
17,"She was a successful Hollywood actress and he was the president of the USA.  They never managed to be together legally, but their relationship was a public secret.",people,Marilyn Monroe and John Kennedy,Marilyn Monroe and Joe DiMagio,Marilyn Monroe and John Kennedy,Ava Gardner and Bobby Kennedy,Ava Gardner and Frank Sinatra
18,"Being romantic poets, these two had a really romantic relationship. They knew how to do it, including all the elements a romantic story needs: secret courtship, love poems and everything necessary for their love to thrive.",people,Robert and Elizabeth Browning,Charles and Katherine Dickens,Robert and Elizabeth Browning,Marie and Pierre Curie,Sappho and Homer
19,"He was a famous French conqueror,  but this wasnt enough for her to accept the marriage proposal immediately. She hesitated at first, but finally agreed.",people,Napoleon and Josephine,Napoleon and Josephine Baker,Napoleon and Josephine,Alexander the Great and Cleopatra,Amenhotep and Nefertiti
20,"The most famous gangster couple in history, her last name was Parker and he was the anti-authoritarian criminal Barrow.",people,Bonnie and Clyde,Bonnie and Clyde,Cuocolo and Cutinelli,Barre and Lebiez,Lou Jean Poplin and Clovis
21,"On April 9, 2005 their marriage ended years of speculation on a relationship which has spanned the decades since they first met in 1970.",people,Charles and Camilla,Charles and Camilla,Kate Beckingsale and Len Wisemen,Catherine Zeta-Jones and Michael Douglas,Jason Priestley and Naomi Lowde
22,Babe Ruths nickname,people,The Sultan of Swat,The Crusher from Conrad,The Yankee menace,The Sultan of Swat,The Prince of Power
23,Red Grange,people,The Galloping Ghost,The Galloping Ghost,The Illini Rocket,Greased Lightning,The Wheatfield Warrior
24,Jerry West,people,Mr. Clutch,Mr. Gearhead,Mr. Amazing,Mr. Fantastic,Mr. Clutch
25,Edson Arantes Do Nascimento,people,Pele,Maradonna,Carmingo,Barloli Dominguez,Pele
26,Jack Nicklaus,people,The Golden Bear,The Golden Eagle,The Golden Buckeye,The Golden Swing,The Golden Bear
27,Rod Laver,people,Rocket,Booster,Rocket,Ram,The Australian Lion
28,Joe Namath,people,Broadway Joe,White Shoes,5th Avenue Joe,Broadway Joe,Smooth as Silk
29,Willie Mays,people,The Say-Hey Kid,The Kansas Kid,Fearless,The Say-Hey Kid,The Frisco Phenom
30,Bobby Hull,people,The Golden Jet,The Golden Blackhawk,The Golden Flash,The Golden Goose,The Golden Jet
31,Paavo Nurmi,people,The Flying Finn,The Finnish Flash,The Turko Wonder,The Flying Finn,The Turko Turbo
32,"Gary Leon Rigway is known as the Green River Killer, responsible for at least 48 murders.  What kind of people did he target?",people,Prostitutes and runaways,Nurses,Prostitutes and runaways,Schoolboys,Schoolgirls
33,"This serial killer, known as The Ripper of Rostov, roamed Russia in the late 1900s.  He was later found guilty of 52 murders and sentenced to death.",people,Andrei Chikatilo,Anatoly Onoprieno,Vadim Yershov,Nikolai Dzhurmongaliev,Andrei Chikatilo
34,"The Monster of the Andes, as Pedro Lopez is known, terrorized Ecuador, Peru and Colombia. How many people did he victimize?",people,More than 300,More than 300,More than 100,More than 50,More than 200
35,"Certainly one of the most dreadful serial killers in US history. Even though he performed as a clown at neghborhood childrens parties, he killed 33 teenagers.",people,John Wayne Gacy,Joe Ball,John Wayne Gacy,Marie Besnard,Albert Fish
36,"Bruno Ludke was born in 1909. When he was young, he tortured animals for fun. He strangled or stabbed to death 85 women.  Where was he from?",people,Germany,Russia,Great Britain,America,Germany
37,"This serial killer terrorized Washington, Oregon, Colorado, Utah, and Florida. His death sentence was executed in Florida on 24 January 1989.",people,Ted Bundy,Richard Ramirez,Richard Iceman Kuklinski,Juan Corona,Ted Bundy
38,"This mans rampage lasted from 1979 to 1981. He roamed Atlanta and Georgia, taking the lives of 27 innocent boys. At first the police thought he was a white supremacist, because he targeted black boys, but it turned out he was black himself.  He was caught on 22 May 1981.",people,Wayne Williams,Kendall Francois,Wayne Williams,Guy Georges,Robert Berdella
39,"This serial killer was known as The Candy Man. His partner,  Wayne Henley, eventually shot him.",people,Dean Corll,Richard Angelo,Dean Corll,Clifford Robert Olson,Abdallah al-Hubal
40,Henry Lee Lucas confessed to more than 500 murders. How many murders was he actually convicted of?,people,11,600,201,255,11
41,"There are many theories about the identity of this mysterious British serial killer. He marks the dawn of the modern age of serial murders. Although the number of his victims is not high, compared to others on our list (5), he is probably the worlds most famous serial murderer.",people,Jack The Ripper,Earl Frederick,Jack The Ripper,The Toledo Clubber,Joel Rifkin
42,He disliked Jews and accused them of causing all disasters in German history.,people,Hitler,Mussolini,Lenin,Stalin,Hitler
43,He delivered the famous I have a dream speech.,people,Martin Luther King Jr.,Mao Zedong,Martin Luther King Jr.,Ho Chi Minh,Pope John Paul II
44,She was the only woman to become Prime Minister of Great Britain.,people,Margaret Thatcher,Diane Julie Abbott,Queen Victoria,Margaret Thatcher,Elizabeth Furse
45,He was the only Pope of non-Italian origin since the Dutch-German Pope Adrian VI.,people,Pope John Paul II,John Paul I,Benedict XVI,Blessed John XXIII,Pope John Paul II
46,He was the only actor to become US President.,people,Ronald Reagan,Teddy Roosevelt,Franklin Delano Roosevelt,Ronald Reagan,Bill Clinton
47,He was the first democratically-elected President of South Africa.,people,Nelson Mandela,Nelson Mandela,Martin Luther King,Mao Zedong,Lech Walesa
48,He brought the cause of Indias independence to world attention.,people,Mohandas Gandhi,Ho Chi Minh,Lech Walesa,Nelson Mandela,Mohandas Gandhi
49,Which British Prime Minister is considered to have saved his country during WW2?,people,Winston Churchill,Edward Heath,Neville Chamberlain,Edward Churchill,Winston Churchill
50,He established the first fascist party.,people,Benito Mussolini,Hitler,Winston Churchill,Benito Mussolini,Stalin
51,"The name he is known as means Awakened One, Enlightened One.",people,Buddha,Jesus Christ,Dalai Lama,Buddha,Mohamed
52,"Before becoming an important political figure, this George was a businessman, involved with the oil industry and then with professional sports.",people,George W Bush,George Washington,George W Bush,George Orwell,George Eliot
53,This George is one of the greatest English novelists. The term Big Brother comes from his book 1984.,people,George Orwell,George Eliot,George Sand,George Bernard Shaw,George Orwell
54,"This George was the first president of the USA. Although the American capital city was named after him, he never lived there.",people,George Washington,George Orwell,George Washington,George Lucas,George Bush
55,This George was actually a woman and her real name was Mary Ann Evans. She used a male pen name because she wanted the publishers to take her works seriously.,people,George Eliot,George Sand,George Bernard Shaw,George Orwell,George Eliot
56,"This George received the Nobel Prize in literature in 1925 but he didnt take the prize money. Instead, he gave the money for funding the translation of Swedish literature into English.",people,George Bernard Shaw,George Bernard Shaw,George Sand,George Fox,George Orwell
57,In 1997 this George was voted Sexiest Man Alive by People magazine. His first TV role was in the TV series E/R.,people,George Clooney,George Fox,George Clooney,George Lucas,George Herbert
58,"This George lived for only 40 years - from 1593 until 1633. Nevertheless, he became a great poet. However, none of his works was published while he was alive.",people,George Herbert,George Gordon Byron,George Herbert,George Fox,George Eliot
59,"His most famous works were Childe Harolds Pilgrimage and Don Juan. His fame rests not only on his romantic poems; he was known for his lifestyle, which included extravagant living, debts, separation, claims of incest, etc.",people,George Gordon Byron,George Eliot,George Gordon Byron,George Lucas,George Sand
60,This George was also a woman. Her real name was Amandine-Aurore-Lucile Dupin. She was a feminist before the invention of the word. She had a romantic relationship with Chopin.,people,George Sand,George Herbert,George Sand,George Eliot,George Fox
61,This George is the director of one of the most famous movie sagas. However the script for this saga was initially turned down by every major Hollywood studio because no one would want to see it.,people,George Lucas,George Orwell,George Clooney,George Michael,George Lucas
62,"This John was a writer. He received the Nobel price for literature in 1962 for his realistic and imaginative writing, combining as it does sympathetic humour and keen social perception.",people,John Steinbeck,John Tolkien,John Steinbeck,John Wayne,John Milton
63,This famous English poet is the author of Paradise Lost. The long hours of writing under the light of a candle cost him his eyesight. He then started using a scribe.,people,John Milton,John Tolkien,John Milton,John Denver,John Steinbeck
64,"This John was a member of one of the most popular bands from the 60s.  Earlier, he has formed his own band called The Quarrymen.",people,John Lennon,John Lennon,John Major,John Secada,John Bon Jovi
65,"This John majored in philology, which triggered his interest in linguistics. This enabled him to invent 15 artificial languages. Two of them are most popular: Quenya and Sindarin, the two Elvish languages in The Lord of the Rings.",people,John Tolkien,John Steinbeck,John Donne,John Tolkien,John Milton
66,"This John is the one who said Ask not what your country can do for you, ask what you can do for your country.",people,John Kennedy,John Doe,John Smith,John Major,John Kennedy
67,This John was one of the greatest English poets in the 17th century. He belonged to the group of the so-called metaphysical poets. It was his meditations that gave Hemingway the idea about the title of For Whom the Bell Tolls.,people,John Donne,John Secada,John Tolkien,John Donne,John Milton
68,"Besides being an actor, this Pulp Fiction John is a certified pilot and owns a couple of planes.",people,John Travolta,John Goodman,John Travolta,John Wayne,John Smith
69,"The real name of this John was Marion Robert Morrison. When his brother was born, the name Robert was given to him and the former became Marion Michael Morrison. Then he got the nickname Duke. Most sources state that his first movie was Words and Music (1929).",people,John Wayne,John Wayne,John Goodman,John Bon Jovi,John Travolta
70,"This man is also known as Karol Wojtyla and Juan Pablo II. His reign as a Pope was the third-longest in the history of the Papacy. He named himself after his predecessor, who died suddenly after only 33 days of service to God.",people,John Paul II,John Donne,John Paul II,John Major,John Paul I
71,"This seafarer John was captured by the Indians around 1600. He reported in his account that the Indian chief wanted to club him to death. He was saved by the 11-12 year old daughter of the chief, who stood between her father and the Englishman.",people,John Smith,John Bravo,John Mcenroe,John Smith,John Brown
72,This great Spanish explorer conquered what is now central and southern Mexico.,people,Hernando Cortes,Christopher Columbus,Vasco Da Gama,Ferdinand Magellan,Hernando Cortes
73,This mans voyages were the base for Frances claim to Canada. His initial intention was to search for the Northwest Passage to the Orient.,people,Jacques Cartier,Marco Polo,Francis Drake,Samuel de Champlain,Jacques Cartier
74,He is famous for sailing around the world twice. He became the first European to visit the coasts of Hawaii and Australia. Due to his voyages  some colonies were established throughout the Pacific region by several European nations.,people,James Cook,John Franklin,Martin Frobisher,Henry Hudson,James Cook
75,This great explorer is famous for his fulfilment of the first all water trade route between India and Europe .,people,Vasco da Gama,Vasco da Gama,Gaspar Corte Real,Henry the Navigator,Marco Polo
76,"Along with his brother, this famous explorer reached Kaifeng, the capital of Kublai Khans Mongol Empire in 1265.",people,Marco Polo,Gaspar Corte Real,Hernando Cortes,Marco Polo,Ferdinand Magellan
77,This great explorer found a new continent thinking he had found a new way to India.,people,Christopher Columbus,Hernando Cortes,Henry the Navigator,Christopher Columbus,Gaspar Corte Real
78,"This great explorer spent years searching for a seaway to China in order to trade Spains New World gold, thus contributing with information about America before its Indian cities were destroyed by foreign diseases.",people,Hernando de Soto,John Franklin,Samuel de Champlain,John Nicolas,Hernando de Soto
79,"By his circumnavigation around the world, which took three years, from 1577 to 1580, this explorer gave a more accurate picture of the true geography of the world.",people,Sir Francis Drake,Sir Francis Drake,Christopher Columbus,Ferdinand Magellan,Horatio Nelson
80,"He was the first man to explore Antarctica by land. He led two expeditions with the intention to find out more about the animals, weather and geology of the Antarctic.",people,Captain Scott,Captain James Cook,Ferdinand Magellan,Captain Scott,Sebastian Cabot
81,"Famous for his sea explorations, this man helped develop the first self-contained underwater breathing apparatus (SCUBA).",people,Jacques Cousteau,Neil Armstrong,Ernest Shackleton,David Livingstone,Jacques Cousteau
82,People who do this job are responsible for making 3-D films look so real.  They create the hairstyles of the animated characters.,people,Hair Simulation Supervisors,Computer Hair Stylist,Animation Hair Consultant,Hair Simulation Supervisors,Hair Care Animator
83,What does a Wrinkle Chaser do?,people,Irons wrinkles from shoes,Irons wrinkles from shoes,Chase wrinkles from your face,Studies the wrinkles on someones face,Performs plastic surgeries
84,"As a Banana Gasser, what gas would you use to catalyze the ripening of bananas?",people,Ethylene,Ethylene,Methyl,Helium,Saline
85,"Are your taste buds working over time?  If so, this job might be perfect for you. John Harrison is doing this job for the Dreyers.",people,Ice Cream Taster,Candy Licker,Drugs Tester,Ice Cream Taster,Fruit Tester
86,"Have you ever noticed that not all onions are created equal? Some are bigger, some smaller, some differ in color and this person has to sort them.",people,Onion Graders,Onion Graders,Onion Janitors,Grocers,Onion Cleaners
87,What does a Golf Ball Marshal do?,people,They search for lost golf balls,They carry golf sticks,They search for lost golf balls,They win golf championships,They are retired golf players
88,These guys provide the primary ingredient for life-saving serums to people who have been bitten by poisonous snakes.,people,Snake Milkers,Snake Doctors,Zoo Keepers,Snake Milkers,Snake Taxidermist
89,A Vermiculturist uses this animal to produce compost?,people,Worms,Worms,Flies,Ticks,Bacteria
90,"Who made this popular statement in July 1969: Thats one small step for (a) man, one giant leap for mankind.?",people,Neil Armstrong,John McKay,Neil Armstrong,Buzz Aldren,John Glenn
91,Which US President said: I am not a crook.?,people,Richard Nixon,Abraham Lincoln,John F Kennedy,John Glenn,Richard Nixon
92,"Ask not what your country can do for you, ask what you can do for your country. These words were delivered by which US President?",people,John F. Kennedy,John F. Kennedy,George Washington,Richard Nixon,Abraham Lincoln
93,Which famous boxer said that he would float like a butterfly and sting like a bee.?,people,Muhammad Ali,Muhammad Ali,Leon Spinks,Sugar Ray Leonard,Mike Tyson
94,Which scientist is credited with the following quote: I never think of the future - it comes soon enough.?,people,Albert Einstein,Sir Issac Newton,Albert Einstein,Jack Parr,Thomas Edison
95,"Which famous politician said: We must all hang together, or, most assuredly, we shall all hang separately.?",people,Benjamin Franklin,Thomas Jefferson,Theodore Roosevelt,John Hancock,Benjamin Franklin
96,"Who made a speech, known by the popular name I Have a Dream?",people,Martin Luther King Jr,Willie Ricks,Roy Wilkins,Martin Luther King Jr,James Farmer
97,What famous person delivered these words: I have nothing new to teach the world. Truth and non-violence are as old as the hills.?,people,Mahatma Gandhi,John Hancock,Abraham Lincoln,Mahatma Gandhi,Mother Teresa
98,"Which fashion designer made this statement: Fashion passes, style remains.?",people,Coco Chanel,Paco Rabanne,Coco Chanel,Ralph Lauren,Donatella Versace
99,"Which US President said the following words: Four score and seven years ago our fathers brought forth on this continent a new nation, conceived in Liberty, and dedicated to the proposition that all men are created equal.?",people,Abraham Lincoln,Thomas Jefferson,George Washington,Richard Nixon,Abraham Lincoln
100,Who is credited with delivering the following words: 100% of the shots you dont take dont go in.?,people,Wayne Gretzky,Larry Bird,Mike Tyson,Michael Jordan,Wayne Gretzky
101,These words belong to which famous writer: Always do right. This will gratify some people and astonish the rest.?,people,Mark Twain,Benjamin Franklin,Charles Schultz,Mark Twain,Dr Seuss
102,"One of the following terrorist leaders can be described as a tall and thin man with an olive complexion and a cane, who is left-handed and always wears a plain white turban.",people,Osama bin Laden,Abdullah Sungkar,Osama bin Laden,Tohir Yuldashev,Abu Musab al-Zarqawi
103,"The Roman emperor, Tiberius, was a left-handed ruler, who belonged to what dynasty?",people,Julio-Claudian dynasty,Julio-Claudian dynasty,Severan dynasty,Valentinian dynasty,Flavian dynasty
104,Raphael was a left-handed painter and architect of the Florentine school in the Italian High Renaissance. One of these works does not belong to him.,people,The Night Watch,Woman with a veil (La Donna Velata),The Marriage of the Virgin,The School of Athens,The Night Watch
106,"The lefty, Henry Ford, founded the Ford Motor Company. Finish this quote and find out how he defined quality.

Quality means doing it right when ___________________________.",people,...no one is looking.,...everyone is looking.,...no one is looking.,...you are told to.,...you want to.
108,Which of these rulers / politicians was not left-handed?,people,They were all left-handed,Benjamin Franklin,Julius Caesar,Bill Clinton,They were all left-handed
110,"Nelson Rockefeller, the left-handed 41st Vice President of the United States of America, was a governor of this state before becoming Vice President.",people,New York,Pennsylvania,Massachusetts,Connecticut,New York
111,"Jay Leno is a left-handed American comedian, who suffers from what disease?",people,Dyslexia,Diabetes,Dyslexia,Mild deafness,Epilepsy
112,"The left-handed actor, Jim Carrey, played what character in the 2004 Hollywood production, Eternal Sunshine of the Spotless Mind?",people,Joel,Frank,Stan,Patrick,Joel
113,"This is the last movie in which the lefty, Charlie Chaplin appeared.",people,A Countess from Hong Kong,The Great Dictator,Limelight,Modern Times,A Countess from Hong Kong
114,"The left-handed Hollywood actor, Morgan Freeman, was born in which city?",people,Memphis,Memphis,Nashville,Pittsburgh,Philadelphia
115,"After achieving success with his horror stories, this writer called himself Richard Bachman because he wanted to see if his novels would sell without his already famous name on them.",people,Stephen King,D.B. Wyndham-Lewis,Stephen King,Bruce Frederick Cummings,John Bingham Morton
116,Lewis Carroll conceived Alices Adventures in Wonderland as nursery tales for the daughter of a friend.,people,Charles Lutwidge Dodgson,Charles Lutwidge Dodgson,EugÃ¨ne Grindel,D.B. Wyndham-Lewis,Sue Denim
117,"Paul Eluard was a major exponent of surrealism.  Many of his poems reflect the hardship after his separation with his first wife Gala, who left him for Salvador Dali.",people,EugÃ¨ne Grindel,Jacques Anatole FranÃ§ois Thibault,Lucy Beatrice Malleson,Harry Hart Frank,EugÃ¨ne Grindel
118,"Besides a poet, Pablo Neruda was also a diplomat and a Communist leader.  He changed his original name because he didnt want his father to find out he was a poet.",people,Ricardo Eliecer NeftalÃ­ Reyes Basoalto,Hector Hugh Munro,Louis Cha,Ricardo Eliecer NeftalÃ­ Reyes Basoalto,Eric Arthur Blair
119,Anatole France was probably the most famous French man of letters of his time.  In 1921 he was awarded the Nobel Prize in Literature.,people,Jacques Anatole Thibault,Jacques Anatole Thibault,Charles Lutwidge Dodgson,William Sidney Porter,John Dickson Carr
120,"Stendhal hated his father so he took the first opportunity to leave for Paris, where he became a lieutenant in Napoleonâs army.  He began his literary career after the fall of Napoleon in 1814.",people,Marie Henri Beyle,Marie Henri Beyle,Paul M. A. Linebarger,Dan Perkins,Johann Kaspar Schmidt
121,Moliere became famous as the father of French high comedy. He coined the phrase castigat ridendo mores (to criticise customs through humour) which is sometimes mistaken for a genuine Latin proverb.,people,Jean Baptiste Poquelin,Jean Baptiste Poquelin,Georges Remi,"James Oliver Rigney, Jr.",GÃ©rard Labrunie
122,Saki was a master of short stories.  It is said that his pen name could be a reference to a monkey with the same name.,people,Hector Hugh Munro,Hector Hugh Munro,Frederic Dannay,Theodore Seuss Geisel,Natsume Kinnosuke
123,O. Henry was working as a bank teller when he was sent to jail for embezzlement.  He spent 3 years in jail where he started writing his short stories.,people,William Sydney Porter,Georges Remi,William Sydney Porter,Harry Hart Frank,Stanley Martin Lieber
124,"Both in the year when Mark Twain was born and the year when he died, the Halleys Comet passed by Earth.
-Mark borrowed his pseudonym from Mississippi riverboat terminology, where calling âmark twainâ? marked safe water.",people,Samuel Langhorne Clemens,Johann Kaspar Schmidt,Samuel Langhorne Clemens,Don Novello,Charles Farrar Browne
125,"This Roman dictator proclaimed himself a god and built statues and temples to himself in Rome. He even ordered his statue to be placed in Jerusalem, so Jews can worship him.",people,Caligula,Caligula,Caesar,Claudius,Cassius Chaerea
126,"This Russian dictator was given the name Grozniy by his compatriots as he was an evil person. The number of his marriages is unknown, but it is stated that they are at least five. He killed his son in a fit of rage.",people,Ivan The Terrible,Ivan The Terrible,Alexander,Ivan V,Peter I
127,"He was known for his terrorist tactics and cruel methods of punishing those he found guilty, especially by impalement, which gave him the nickname Tepes, or The Impaler.",people,Vlad Dracula,Todor Jivkov,Vlad Dracula,Joseph Stalin,Nicolae Ceaucescu
128,"This Russian dictator established the USSR as a modern economic and military power, able to repel Hitlers armies in World War II. However his reign was marked by terror and the deaths of millions of real and presumed opponents of his policies.",people,J. V. Stalin,Gorbachev,Yeltsin,J. V. Stalin,Lenin
129,"He directed the systematic extermination of over 11 million people, mostly Jews, in a genocide now known as the Holocaust.",people,Hitler,Nikita Khrushchev,Napoleon,Stalin,Hitler
130,"This person was expelled from the Socialist party on the grounds that he advocated Italys involvement in the Great War.  Following the war, he organized the Italian Fascist Party.",people,Benito Mussolini,Benito Mussolini,Nicolae Ceaucescu,George Papadopulos,Augusto Pinochet
131,"Under the rule of this fascist dictator all political parties and labor unions were banned. Books were  burned, and dissenters were tortured and executed.",people,Francisco Franco,Francisco Franco,Antonio De Oliveira Salazar,Benito Mussolini,Turgut Ozal
132,He claimed that Democracy is the breeding ground of Communism.  That is why he ended Chiles 150-years of democracy.,people,Augusto Pinochet,Alfredo Stroessner,Augusto Pinochet,Joseph Stalin,Francisco Franco
133,This Romanian leaders economic policies were a disaster. He was also repressive and corrupt. He and his wife Elena were executed in 1989.,people,Nicolae Ceausescu,Alfredo Stroessner,Jorge Rafael Videla,Nicolae Ceausescu,Hugo Banzer
134,"The name of this Iraqi dictator means one who confronts.  He saw himself as a social revolutionary and a modernizer, following the model of Nasser.",people,Saddam Hussein,Saddam Hussein,Hassanal Bolkiah,Ferdinand Marcos,Sitiveni Rabuka
135,"The Mafia was actually formed in Sicily in the Middle Ages as a secret society to resist the Turk and Norman invaders. Later, it spread to the United States and this was the first American city where it became influential.",people,New York,Detroit,New York,San Francisco,Chicago
136,"There are many theories about the source and the translation of the word Mafia. However, the meaning of the name of the Italian Mafia, La Cosa Nostra, is not so controversial. Which of these translations is closest?",people,Our Thing,Nothing Tangible,Our Thing,Their Thing,No ones Thing
138,"Lucky Luciano was one of the most important bosses of the Mafia, because he literally created its structure as we know it today. This guy was his most loyal friend since childhood.",people,Meyer Lansky,Carlo Gambino,Meyer Lansky,Vito Genovese,Frank Costello
139,"Al Capone was the Crime Boss in Chicago as the successor of Johnny Torrio. Although he committed many terrible crimes and violated many laws, he was convicted only of tax evasion and had to do 11 years in Alcatraz. He was released in 1939 due to his terrible disease. What was this disease?",people,Syphilis,AIDS,Cancer,Leprosy,Syphilis
141,"In the Italian-American Mafia, the hierarchy is very strict. Capo di Tutti Capi means Boss of all Bosses. This is the highest possible position in the chain of command. Then who is Capo Crimini?",people,The Don of a crime family,A non-Italian member of the Mafia,The Underboss of the Don,The Don of a crime family,The Advisor of the Don
142,"There were five dominant families in the American Mafia.  The Bonanno family, the Colombo Family, the Gambino family, the Lucchese family and one more. Charles (Lucky) Luchiano was one of the Bosses of this powerful Mafia family.",people,The Genovese Family,The Capone Family,The Luchiano Family,The Genovese Family,The Lucky Family
144,"This is one of the most famous crime fighters in the history of the American Mafia. He prosecuted many gangsters, such as Lucky Luciano, Gurrah Shapiro and Louis Lepke. The mafioso Dutch Shultz was killed by his peers, because he planned to knock off this gang buster.",people,Thomas Dewey,Herbert Hoover,Robert Taft,Thomas Dewey,Chief Hennessy
145,"Which U.S. President, nicknamed Old Hickory, was the target of an assassination attempt at the Capitol building in 1835 by a house painter named Richard Lawrence?",people,Andrew Jackson,Martin Van Buren,William Henry Harrison,Andrew Jackson,John Quincy Adams
146,"Which U.S. President, the first in the nations history to be assassinated, died at Peterson House across the street from the site of his shooting?",people,Abraham Lincoln,Abraham Lincoln,William McKinley,Andrew Jackson,James A. Garfield
147,"Which U.S. President, whose term was the second shortest in the nations history, died in 1881, two and a half months after he was shot at a train station in Washington, D.C.?",people,James A. Garfield,James A. Garfield,Ulysses S. Grant,Chester A. Arthur,Rutherford B. Hayes
148,"Which U.S. President, shot at the Pan-American Exposition in Buffalo, New York, might have survived if doctors had used a new medical device on exhibit at the fair that could have helped them find the fatal bullet?",people,William McKinley,Grover Cleveland,William McKinley,Theodore Roosevelt,Benjamin Harrison
149,"Which U.S. President, who had become President after the 1901 assassination of his predecessor, survived an assassination attempt more than three years after he left office?",people,Theodore Roosevelt,Theodore Roosevelt,William McKinley,Woodrow Wilson,William H. Taft
150,"Which four-term Presidents motorcade was shot at a month before he first took office, resulting in the death of the mayor of Chicago?",people,Franklin D. Roosevelt,Harry S. Truman,Franklin D. Roosevelt,Ronald W. Reagan,Dwight D. Eisenhower
151,"Which President, who resided in Blair House during renovations to the White House, commuted the death sentence of the man convicted of plotting to assassinate him?",people,Harry S. Truman,Harry S. Truman,Martin Van Buren,John Adams,Abraham Lincoln
152,"Which U.S. President, the first Massachusetts native to hold the office in more than 130 years, was targeted by a would-be suicide attacker before his inauguration?",people,John F. Kennedy,Dwight D. Eisenhower,George H.W. Bush,Calvin Coolidge,John F. Kennedy
153,Which controversial President was the target of an assassination plot that involved hijacking a commercial airliner and crashing it into the White House?,people,Richard M. Nixon,George W. Bush,Harry S. Truman,William J. Clinton,Richard M. Nixon
